Tweet id,Text,Create at,Class,Emoticons
1213523064056504320,This is my only wish to you Find those who you lost in the past but wish them this because you maybe cant get,2020-03-14 00:20:19,#Happy,(*´∀｀)
1213523064056504320,This is my only wish to you Find those who you lost in the past but wish them this because you maybe cant get,2020-03-14 00:20:19,#Happy,(*´∀｀)
1215722969336623105,Hapy wekend yal Stay healthy amp hapy Much Love hapy healthychoices calm love wekend,2020-03-14 00:18:58,#Happy,(*´∀｀)
1213523064056504320,This is my only wish to you Find those who you lost in the past but wish them this because you maybe cant get,2020-03-14 00:20:19,#Happy,(*´∀｀)
1215722969336623105,Hapy wekend yal Stay healthy amp hapy Much Love hapy healthychoices calm love wekend,2020-03-14 00:18:58,#Happy,(*´∀｀)
1070296148999581698,Despite whats going on in the world I hope you have a briliant wekend whatever you have planedwekend,2020-03-14 00:17:02,#Happy,(*´∀｀)
1213523064056504320,This is my only wish to you Find those who you lost in the past but wish them this because you maybe cant get,2020-03-14 00:20:19,#Happy,(*´∀｀)
1215722969336623105,Hapy wekend yal Stay healthy amp hapy Much Love hapy healthychoices calm love wekend,2020-03-14 00:18:58,#Happy,(*´∀｀)
1070296148999581698,Despite whats going on in the world I hope you have a briliant wekend whatever you have planedwekend,2020-03-14 00:17:02,#Happy,(*´∀｀)
1665562615,My wife sufers from a drinking problemOh is she an alcoholicNo I am but shes the one who sufersfunyjokeLoLhapy,2020-03-14 00:15:01,#Happy,(*´∀｀)
1213523064056504320,This is my only wish to you Find those who you lost in the past but wish them this because you maybe cant get,2020-03-14 00:20:19,#Happy,(*´∀｀)
1215722969336623105,Hapy wekend yal Stay healthy amp hapy Much Love hapy healthychoices calm love wekend,2020-03-14 00:18:58,#Happy,(*´∀｀)
1070296148999581698,Despite whats going on in the world I hope you have a briliant wekend whatever you have planedwekend,2020-03-14 00:17:02,#Happy,(*´∀｀)
1665562615,My wife sufers from a drinking problemOh is she an alcoholicNo I am but shes the one who sufersfunyjokeLoLhapy,2020-03-14 00:15:01,#Happy,(*´∀｀)
21318958,Hapy Birthday to this Man in my life Hope you enjoyed your spa day and diner Love you lots TheLeonBoy,2020-03-14 00:14:49,#Happy,(*´∀｀)
1213523064056504320,This is my only wish to you Find those who you lost in the past but wish them this because you maybe cant get,2020-03-14 00:20:19,#Happy,(*´∀｀)
