Tweet id,Text,Create at,Class,Emoticons
1191029515050311681,Lyra Mortis Lopop No Copyright Music Listen MusicLib101 NoCopyrightMusic,2020-03-14 00:00:00,# Angry,(；･`д･´)
1191029515050311681,Lyra Mortis Lopop No Copyright Music Listen MusicLib101 NoCopyrightMusic,2020-03-14 00:00:00,# Angry,(；･`д･´)
988925184,Seing cruelty can make us angry instead let it strengthen your resolve to be compasionate and loving,2020-03-13 23:59:40,# Angry,(；･`д･´)
1191029515050311681,Lyra Mortis Lopop No Copyright Music Listen MusicLib101 NoCopyrightMusic,2020-03-14 00:00:00,# Angry,(；･`д･´)
988925184,Seing cruelty can make us angry instead let it strengthen your resolve to be compasionate and loving,2020-03-13 23:59:40,# Angry,(；･`д･´)
593304189,I work so hard and end up with my tax suporting people who wont work and play the system instead What would hap,2020-03-13 23:59:19,# Angry,(；･`д･´)
1191029515050311681,Lyra Mortis Lopop No Copyright Music Listen MusicLib101 NoCopyrightMusic,2020-03-14 00:00:00,# Angry,(；･`д･´)
988925184,Seing cruelty can make us angry instead let it strengthen your resolve to be compasionate and loving,2020-03-13 23:59:40,# Angry,(；･`д･´)
593304189,I work so hard and end up with my tax suporting people who wont work and play the system instead What would hap,2020-03-13 23:59:19,# Angry,(；･`д･´)
177241680,AYearMyDear Qantas God dang Qantas Dont make me get angry,2020-03-13 23:56:40,# Angry,(；･`д･´)
1191029515050311681,Lyra Mortis Lopop No Copyright Music Listen MusicLib101 NoCopyrightMusic,2020-03-14 00:00:00,# Angry,(；･`д･´)
988925184,Seing cruelty can make us angry instead let it strengthen your resolve to be compasionate and loving,2020-03-13 23:59:40,# Angry,(；･`д･´)
593304189,I work so hard and end up with my tax suporting people who wont work and play the system instead What would hap,2020-03-13 23:59:19,# Angry,(；･`д･´)
177241680,AYearMyDear Qantas God dang Qantas Dont make me get angry,2020-03-13 23:56:40,# Angry,(；･`д･´)
26501660,What do other pl watch on tv Al I have ever watched was sports My whole life has ben sports notcol,2020-03-13 22:32:31,# Angry,(；･`д･´)
1191029515050311681,Lyra Mortis Lopop No Copyright Music Listen MusicLib101 NoCopyrightMusic,2020-03-14 00:00:00,# Angry,(；･`д･´)
988925184,Seing cruelty can make us angry instead let it strengthen your resolve to be compasionate and loving,2020-03-13 23:59:40,# Angry,(；･`д･´)
593304189,I work so hard and end up with my tax suporting people who wont work and play the system instead What would hap,2020-03-13 23:59:19,# Angry,(；･`д･´)
177241680,AYearMyDear Qantas God dang Qantas Dont make me get angry,2020-03-13 23:56:40,# Angry,(；･`д･´)
26501660,What do other pl watch on tv Al I have ever watched was sports My whole life has ben sports notcol,2020-03-13 22:32:31,# Angry,(；･`д･´)
